codigo,descricao
I0256,"AQUISIÇÃO DE PASSAGENS AÉREAS PARA GARANTIR A PARTICIPAÇÃO DE ATLETAS DE ALTO RENDIMENTO DA NATAÇÃO E SEUS RESPECTIVOS TREINADORES, EM CAMPEONATOS NACIONAIS E INTERNACIONAIS, BEM COMO AQUISIÇÃO DE EQUIPAMENTOS TECNOLÓGICOS E MATERIAIS DE NATAÇÃO PARA OS ATLETAS, REALIZAÇÃO LOCAIS DE PISCINA E ÁGUAS ABERTAS PARA A TEMPORADA DE 202, DETERMINADO PELA FEDERAÇÃO AMAPAENSE DE ESPORTES AQUÁTICOS - FAEA CNPJ; 05.990.155/0001-03"
I0257,"Recurso destinado para aquisição de passagens aéreas, para garantir a participação de atletas de alto rendimento do ciclismo amapaense, em campeonatos nacionais e/ou internacionais, bem como a aquisição de equipamentos tecnológicos e materiais de ciclismo para os atletas e realização de competições locais para a temporada de 2025, determinado pela Federação Amapaense de Ciclismo, CNPJ nº 05.688.320/0001-08."
I0258,"AQUISIÇÃO DE PASSAGENS AÉREAS PARA GARANTIR A PARTICIPAÇÃO DE ATLETAS DE ALTO RENDIMENTO DA NATAÇÃO E SEUS RESPECTIVOS TREINADORES, EM CAMPEONATOS NACIONAIS E/OU INTERNACIONAIS, BEM COMO AQUISIÇÃO DE EQUIPAMENTOS TECNOLÓGICOS E MATERIAIS DE NATAÇÃO PARA OS ATLETAS, REALIZAÇÃO LOCAIS DE PISCINA E ÁGUAS ABERTAS PARA A TEMPORADA DE 202, DETERMINADO PELA FEDERAÇÃO AMAPAENSE DE ESPORTES AQUÁTICOS - FAEA CNPJ; 05.990.155/0001-03"
I0263,"Emenda parlamentar destinada ao projeto ""Quadra Junina 2025"" através da QUADRA JUNINA DE MACAPÁ - LIGA JUM, CNPJ 30.256.398/0001-92"
I0268,"Emenda Impositiva para contratação do INSTITUTO ARTISTICO CULTURAL LINGUA SOLTA ? IACLS (CNPJ 06.945.399/0001-60) para Promoção do evento ""Amapá Afro""."
I0269,"Apoio à realização do projeto ?EU FIZ MEU GAME - SPIN OFF? por meio de termo de fomento a ser celebrado com o Serviço Brasileiro de Apoio às Micro e Pequenas Empresas Amapá (Sebrae/AP), CNPJ nº 04.662.409/0001-24."
I0271,"RECURSO DESTINADO AO CUSTEIO DO ""PROJETO SOCIAL JOHN AZEVEDO JOVENS NO TATAME"" CNPJ: 46.382.285/0001-73"
I0272,"Transferência de recurso financeiro ao CREAP, para financiamento do ""Projeto Movimente-se"", executado pelo Instituto Ascender - CNPJ: 48.952.015/0001-86."
I0275,Envio de recurso para o Fundo Municipal de Saúde de Santana
I0276,TRANSFERÊNCIA DE RECURSOS FINANCEIROS AO FUNDO MUNICIPAL DE SAÚDE DE SERRA DO NAVIO PARA CUSTEIO DE AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE.
I0277,TRANSFERÊNCIA DE RECURSOS FINANCEIROS AO FUNDO MUNICIPAL DE SAÚDE DE MAZAGÃO PARA REFORMA E MANUTENÇÃO DA UBSF PEDRO FREITAS 
I0278,TRANSFERÊNCIA DE RECURSOS FINANCEIROS AO FUNDO MUNICIPAL DE SAÚDE DE MAZAGÃO PARA CUSTEIO DE AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE .
I0279,TRANSFERÊNCIA DE RECURSOS FINANCEIROS AO FUNDO MUNICIPAL DE SAÚDE DEMAZAGÃO PARA AQUISIÇÃO DE MEDICAMENTOS PARA AS UBS DO MUNICÍPIO.
I0280,Emenda destinada a Projeto Cultural através do INSTITUTO CULTURAL EDUCACIONAL FORMAR - ICEF (CNPJ 46.100.062/0001-76) para o Município de Amapá.
I0282,"RECURSO PARA A REALIZAÇÃO DO PROJETO ""LATITUDE ZERO"". MUSICA, TURISMO E OPORTUNIDADE. DESTINADO AO INSTITUTO SOCIAL DE DESENVOLVIMENTO DO AMAPÁ ISDAP, CNPJ: 28.915.012/0001- "
I0300,"RECURSO DESTINADO AO CUSTEIO DE MEDICAÇÕES, CORRELATOS E OPME'S PARA O HOSPITAL ESTUAL DE LARANJAL DO JARÍ - HELAJA"
I0301,RECURSO DESTINADO AO CUSTEIO DE REFORMA DAS CLÍNICAS DO HOSPITAL ESTADUAL DE LATANJAL DO JARI - HELAJA
I0303,RECURSO DESTINADO AO FUNDO MUNICIPAL DE SAÚDE DO MUNICIPIO DE MAZAGÃO. 
I0312,"Realização do Projeto ""Arraiá dos Residenciais""- ICEF, CNPJ 46.100.062/0001-76"
I0325,"APOIO À REALIZAÇÃO DE ATIVIDADES DO PROJETO AMAPÁ STARTUPS, QUE TEM COMO FINALIDADE A CAPACITAÇÃO PARA DESENVOLVER HABILIDADES E COMPETÊNCIAS PARA O EMPREENDEDORISMO INOVADOR, ATRAVÉS DO SERVIÇO DE APOIO ÀS MICROS E PEQUENAS EMPESAS DO AMAPÁ - SEBRAE/AP, CNPJ: 04.662.409/0001-24"
I0326,"?Apoio ao Projeto Social John Azevedo Jovens no Tatame, por meio de termo de fomento a ser celebrado com o Projeto Social John Azevedo Jovens no Tatame, CNPJ nº 46.382.285/0001-73.?"
I0327,"""PROJETO FORTE ROCK"" - INSTITUTO ARTÍSTICO CULTURAL LÍNGUA SOLTA - IACLS - CNPJ: 06.945.399/0001-60"
I0328,"RECURSO DESTINADO PARA APOIO AO PROJETO ""TE APOIO AMAPÁ"" DIAGNÓSTICO PARA TRANSTORNO DO ESPECTRO AUTISTA - TEA, POR MEIO DE TERMO DE FOMENTO A SER CELEBRADO COM O CENTRO AMAZÔNICO DE ENSINO PROFISSIONALIZANTE, CNPJ N° 24.230.140/0001-14."
I0329,"RECURSO DESTINADO A APOIAR A JORNADA GOSPEL 2025, A SER REALIZADA PELO INSTITUTO IBRAF, CNPJ: 44.231..518/0001-01"
I0330,"Incentivo a Jornada Gospel 2025, que será executado pelo Instituto Brasil Futuro - IBRAF. CNPJ: 44.231.518/0001-01 "
I0331,"RECURSO DESTINADO PARA 1ª EDIÇÃO DO PROJETO ""FOMENTO E ORGANIZAÇÃO DA PRODUÇÃO DOS PRODUTOS DERIVADOS DO ABACAXI, NO MUNICIPIO DE PORTO GRANDE A SER REALIZADO PELO CENTRO AMAZÕNIA DE ENSINO PROFISSIONALIZANTE - CAEP, CNPJ: 24.230.140/0001-14"
I0332,"Recurso destinado à realização do evento ""Réveillon de Calçoene"", no munícipio de Calçoene/AP, visando promover o incentivo ao turismo, por meio de atividades artísticas e culturais alusivas à celebração da virada de ano, por meio de termo de fomento com o Instituto Amazon e Vida - IAMVIDA, CNPJ: 12.036.864/0001-42."
I0334,"Recurso destinado a Associação Folclórica e Cultural Raizes da Fronteira - CNPJ 470.760.213/0001-36, com objetivo de promover o Projeto Oficina de Dança Oiapoque 2025."
I0341,"?Apoio ao projeto Exposições de Jogos Digitais na 54ª Expofeira ? Jogafeira, por meio de termo de fomento a ser celebrado com Instituto Pensar, CNPJ nº 08.562.576/0001-54?."
I0342,"Emenda destinada ao Fundo Municipal de Saúde do Município de Serra do Navio, para apoio das Ações voltadas para o acompanhamento dos pacientes diagnosticados com transtornos do Espectro Autista."
I0344,"Apoiar o Campeonato Amapaense de Fisiculturismo, a ser promovido pela Federação de Jiu Jitsu do Estado do Amapá, com CNPJ nº 16.668.541/0001-22."
I0345,RECURSOS DESTINADOS AO FESTIVAL ESPORTIVO NA 54ª EXPOFEIRA
I0349,"APOIAR E FORTALECER AS ATIVIDADES DESENVOLVIDAS PELO INSTITUTO AMAPAENSE DE APOIO AO MICRO E PEQUENO EMPREENDEDOR - IAMPE, INCRITO NO CNPJ Nº 01.732.581/0001-19, NA PROMOÇÃO DE ENCONTROS INTERATIVOS ENTRE SAÚDE E EMPPREENDEDORISMO POR MEIO DE ATIVIDADES ESPORTIVAS CULTURAIS PARA EMPREENDEDORES LOCAIS DURANTE UM FINAL DE SEMANA NO MNICÍPIO DE MACAPÁ. "
I0350,"Emenda destinada para Contratação do INSTITUTO IRMÃ MARIA - IMA (CNPJ 10.865.601/0001-10) para Promoção do evento ""Amapá Afro"". "
I0351,"Recurso destinado a Federação Amapaense de futebol de Salão - FAFS, sob CNPJ n° 14.540.983/0001-63."
I0352,Recurso para compra de mobília e equipamentos de informática.
I0365,"?Realização da Semana Nacional de Ciência e Tecnologia 2025- Edição Amapá, que será executado pelo INSTITUTO BRASILEIRO DE DESENVOLVIMENTO SOCIAL, ECONOMICO E INTERNACIONAL ? IBRASILI CNPJ: 07.685.626/0001-28?. "
I0371,"?Apoio à realização do Projeto ""Corrida do Servidor Público"", por meio de Termo de Fomento a ser Celebrado com o Instituto Meio do Mundo - IMM, CNPJ 08.962.333/0001-03.?"
I0374,"?Apoio ao projeto ?A Coroa e o Tambor: O Legado Mirim da Bôemia?, por meio de Termo de Fomento a ser Celebrado com a Associação Universidade de Samba Boêmios do Laguinho, CNPJ nº 05.989.645/0001-12?"
I0375,"Recurso destinado para execução do projeto ""FESTA DE SANTA BARBARA E DIA DO EVANGELICO 2025"" no município de Calçoene-AP, a ser realizado pelo INSTITUTO AMAZON E VIDA - IAMVIDA, CNPJ 12.036.864/0001-42."
I0376,"Emenda Impositiva para contratação da Associação de Moradores e Produtores da Comunidade Remanescente de Quilombolas do Rosa, CNPJ: 15.159.730/0001-07 para Promoção do evento ""Amapá Afro"""
I0377,"Emenda Impositiva para contratação do INSTITUTO MARCO ZERO DA AMAZÔNIA - IMAZA, CNPJ: 12.397.942/0001-34, para Promoção do evento "" I CORRIDA DA JUVENTUDE"". "
I0383,"Emenda Direcionada para o INSTITUTO AMAPENSE DE ASSISTÊNCIA SOCIAL E DESPORTIVA- IAASD /ÁQUÁRIUS, Inscrita no C.N.P.J: 13.474.466/0001-70, para atender o Projeto Cuidando da Mente, Cultivando o Futuro: Saúde Mental no Ambiente Escolar."
I0385,"RECURSO DESTINADO AO PROJETO ""NATAÇÃO PARA TODOS"", REALIZADO PELA FEDERAÇÃO AMAPAENSE DE ESPORTES AQUÁTICOS - FAEA - CNPJ: 05.990.155/0001-36."
I0387,Emenda Impositiva para contratação do INSTITUTO MARCO ZERO DA AMAZONIA (CNPJ 12.397.942/0001- 34) para realizar 1º corrida da JUVENTUDE.
I0390,FORTALECENDO ATIVIDADES E PROJETOS ESPORTIVOS.
I0391,EMENDA IMPOSITIVA DESTINADA À EXECUÇÃO DO PROJETO A HISTÓRIA VIVA DO SAMBANEGRO EXECUTADO PELA ASSOCIAÇÃO UNIVERSIDADE DO SAMBA BOÊMIOS DO LAGUINHO CNPJ: 05.989.645/0001-12.
I0393,"Recurso destinado para realização do projeto Natal Luz, a ser executado pelo Instituto Cultural Educacional Formar - ICEF, com o CNPJ n° 46.100.062/0001-76."
I0394,"Recurso destinado para realização do projeto Natal Luz, a ser executado pelo Instituto Cultural Educacional Formar - ICEF, com o CNPJ n° 46.100.062/0001-76."
I0396,"RECURSO DESTINADO AO INSTITUTO NACIONAL DE SAÚDE CONECTADA, CNPJ N° 33.641.116/0001-69, PARA APOIAR A PRÁTICA DO ESPORTE PARA TODA A VIDA DE JOVENS E ADULTOS NO ESTADO."
